iter	Passed	Remaining
402	34233	9259
403	34311	9172
404	34398	9088
405	34477	9001
406	34555	8914
407	34661	8835
408	34754	8752
409	34829	8665
410	34908	8578
411	35044	8506
412	35122	8419
413	35202	8332
414	35271	8244
415	35343	8156
416	35458	8078
417	35532	7990
418	35648	7912
419	35734	7827
420	35850	7749
421	35933	7663
422	36010	7576
423	36096	7491
424	36174	7405
425	36255	7319
426	36325	7230
427	36409	7145
428	36485	7058
429	36562	6972
430	36646	6887
431	36726	6801
432	36801	6714
433	36878	6628
434	36962	6542
435	37040	6456
436	37115	6369
437	37198	6284
438	37274	6198
439	37348	6111
440	37437	6027
441	37512	5940
442	37591	5855
443	37723	5777
444	37804	5691
445	37881	5605
446	37962	5520
447	38040	5434
448	38118	5348
449	38198	5262
450	38272	5176
451	38357	5091
452	38443	5006
453	38523	4921
454	38609	4836
455	38694	4751
456	38778	4667
457	38850	4580
458	38922	4494
459	38993	4407
460	39068	4322
461	39149	4236
462	39234	4152
463	39329	4068
464	39411	3983
465	39493	3898
466	39578	3813
467	39654	3728
468	39731	3642
469	39806	3557
470	39903	3473
471	39990	3389
472	40101	3306
473	40180	3221
474	40256	3135
475	40332	3050
476	40418	2965
477	40497	2880
478	40570	2795
479	40651	2710
480	40728	2624
481	40808	2539
482	40887	2454
483	40967	2370
484	41060	2285
485	41144	2201
486	41222	2116
487	41306	2031
488	41392	1946
489	41470	1861
490	41549	1777
491	41665	1693
492	41771	1609
493	41855	1525
494	41961	1441
495	42042	1356
496	42116	1271
497	42193	1186
498	42273	1101
499	42354	1016
500	42452	932
501	42538	847
502	42621	762
503	42703	677
504	42779	592
505	42864	508
506	42945	423
507	43026	338
508	43110	254
509	43188	169
510	43261	84
511	43352	0
