iter	F1	Logloss
83	0.558800058	0.5953390026
84	0.5590411257	0.5952496241
85	0.559473522	0.5951731307
86	0.5594400522	0.5951135306
87	0.5599724598	0.5950487721
88	0.5601622189	0.595000075
89	0.5602491445	0.5949718186
90	0.5600985043	0.594917743
91	0.5602187138	0.594697303
92	0.5601317957	0.5946157578
93	0.5607672819	0.5944564164
94	0.5609019019	0.5944068798
95	0.5609654598	0.5943241056
96	0.5611825797	0.5942341627
97	0.5617570966	0.5936498149
98	0.5617684835	0.5935940584
99	0.562145156	0.5935525762
100	0.5618696454	0.5934653592
101	0.561979289	0.5934244984
102	0.5627608637	0.593301618
103	0.5628015395	0.5930951192
104	0.5631548522	0.5930002885
105	0.5631288953	0.5929495874
106	0.5641090495	0.5916531526
107	0.5642563028	0.5915773874
108	0.5662624513	0.5903797602
109	0.5665223665	0.5903255574
110	0.5667592626	0.5902598769
111	0.5670748201	0.5901322036
112	0.5670183031	0.590084258
113	0.5667976779	0.5899554251
114	0.5672265878	0.5898049793
115	0.5674755445	0.5897422482
116	0.5691255847	0.5883191285
117	0.569301054	0.5882494443
118	0.5695378529	0.58818582
119	0.5694249649	0.5881255272
120	0.5708591435	0.5872602409
121	0.5709616593	0.5870836299
122	0.5710950269	0.5870189952
123	0.5714029229	0.5868994201
124	0.573170513	0.58586115
125	0.5733488664	0.5857945509
126	0.573491472	0.5856090765
127	0.5739656623	0.5852503076
128	0.5741489781	0.5851480181
129	0.5740671141	0.5851054381
130	0.5748252498	0.5843633417
131	0.575231833	0.5842545711
132	0.5756855739	0.584155909
133	0.575624397	0.5840623648
134	0.5758073735	0.5839861031
135	0.5761059735	0.5839185496
136	0.5764321545	0.5838223975
137	0.5763407841	0.5837913435
138	0.5766396002	0.5836564681
139	0.5765785059	0.5835855006
140	0.5768276797	0.5834406405
141	0.5770301127	0.5833459181
142	0.5770253153	0.5832744909
143	0.5775566966	0.583190711
144	0.5776993925	0.5827832353
145	0.5777754026	0.5827438339
146	0.5779273984	0.5827172708
147	0.5786015704	0.5826529903
148	0.5787300683	0.5825284562
149	0.5790381981	0.5824296002
150	0.5791037341	0.5823801986
151	0.5792161119	0.5823537684
152	0.5789660939	0.5822737444
153	0.5790222728	0.5822238747
154	0.5791299706	0.5821944917
155	0.5791552503	0.5821635013
156	0.5795250378	0.5821382006
157	0.5793893673	0.581957961
158	0.5795559667	0.5819188951
159	0.5798441891	0.5815390186
160	0.5805373304	0.5814621437
161	0.5807701881	0.5813443563
162	0.5809158134	0.5813328278
163	0.5809513652	0.5813016984
164	0.5811519255	0.5812310071
165	0.5812044768	0.5811909478
166	0.5813201648	0.5811156155
167	0.5816018469	0.5810340131
168	0.5817691037	0.5809964278
169	0.5818582107	0.580905672
170	0.5818201182	0.5808342468
171	0.581951791	0.580805925
172	0.5820241075	0.5807636075
173	0.5819472797	0.5807236717
174	0.5819840932	0.5806801279
175	0.5820241075	0.5806668796
176	0.5823926163	0.5805965817
177	0.5824784353	0.5805859339
178	0.5824074403	0.580518557
179	0.5840334645	0.5800112662
180	0.5840940109	0.5799856505
181	0.5841529764	0.5798774846
182	0.5838220962	0.5798087699
183	0.5837910628	0.5797561527
184	0.5840240878	0.5797189495
185	0.5839030784	0.5795979109
186	0.5843058778	0.5794989968
187	0.5851880684	0.5791946331
188	0.5853900182	0.5791125582
189	0.58535291	0.5790813367
190	0.5854840707	0.5789934611
191	0.5857367686	0.5788010026
192	0.5858264375	0.5787756227
193	0.5858264375	0.5786257231
194	0.5865790543	0.5783935644
195	0.5865333663	0.5783104883
196	0.5869035425	0.5782407259
197	0.587132314	0.5781760932
198	0.587283931	0.5780671189
199	0.5873506205	0.5779792523
200	0.5875706215	0.5778836929
201	0.5874854338	0.5778636727
202	0.5872651504	0.5777976683
203	0.5872735619	0.5777686246
204	0.5874044386	0.5777279071
205	0.5873360518	0.5776825267
206	0.58760812	0.5776060663
207	0.5877140335	0.5775823813
208	0.5880297844	0.577476469
209	0.5886937509	0.5771610257
210	0.5890109115	0.5770782359
211	0.5890688616	0.5770490099
212	0.589186903	0.5769876268
213	0.5891642286	0.5769478024
214	0.5891019315	0.5768967843
215	0.589047854	0.5768574646
216	0.5897101807	0.5765530773
217	0.5899607374	0.5765002813
218	0.5901512351	0.5764609983
219	0.590279367	0.5764353463
220	0.5903601732	0.5763834312
221	0.5903075948	0.5763179342
222	0.5902868203	0.576298633
223	0.5905596313	0.5762276584
224	0.5909498602	0.5761532393
225	0.5908731205	0.5761101889
226	0.5910010022	0.576066547
227	0.5912759112	0.5760147366
228	0.5911600267	0.5759795372
229	0.5912942583	0.5759440357
230	0.5913437874	0.5759244747
231	0.5914651294	0.5758913665
232	0.5915770231	0.5758418948
233	0.5918492874	0.5757926925
234	0.5918220317	0.5757311437
235	0.5919482665	0.575669665
236	0.59202896	0.5756408349
237	0.5920185566	0.5756068106
238	0.5922411976	0.5755400707
239	0.5922841783	0.5755019714
240	0.5922307922	0.5754768274
241	0.5925834841	0.5754038327
242	0.5926017003	0.5753562663
243	0.5928189994	0.575333586
244	0.5929932391	0.5752824728
245	0.593046532	0.5752328715
246	0.5928878743	0.575163741
247	0.592976295	0.5751143388
248	0.5929736468	0.5750820649
249	0.5929515883	0.575035034
250	0.593046532	0.574988294
251	0.593140268	0.5749282523
252	0.5935212009	0.5748824507
253	0.593531622	0.5748769825
254	0.5934926516	0.5748557971
255	0.5934575337	0.5748232589
256	0.5934795204	0.5747297462
257	0.5935497463	0.5746720419
258	0.5936978847	0.5746077157
259	0.5937225714	0.5745532854
260	0.5939019467	0.5745109027
261	0.5942189228	0.5744665638
262	0.5942512196	0.5744270761
263	0.5941553313	0.5743671538
264	0.5943669387	0.5743185546
265	0.5944655986	0.5742769252
266	0.5944267013	0.5742284651
267	0.5945092536	0.5741802791
268	0.5947093288	0.5741361572
269	0.5950146473	0.5740744652
270	0.5949511429	0.5740442731
271	0.595088581	0.5740169871
272	0.5951558307	0.5739591037
273	0.5952080264	0.573902691
274	0.5952071857	0.5738453524
275	0.5955939101	0.5738006359
276	0.5955483837	0.5737735061
277	0.5953579762	0.5737147713
278	0.5954849234	0.5736938064
279	0.5954460934	0.5736617453
280	0.5956916816	0.5736217227
281	0.5962101425	0.5735244008
282	0.5961818277	0.5734795922
283	0.5965182939	0.5734211214
284	0.5963048661	0.5733563773
285	0.5961959856	0.5733255609
286	0.596265451	0.5732581422
287	0.596293114	0.5732248684
288	0.5962334292	0.5731876495
289	0.5962857093	0.5731461302
290	0.596387866	0.5730670199
291	0.5964020199	0.5730539305
292	0.5964094113	0.572991373
293	0.5966794649	0.5729429722
294	0.5966794649	0.5729038102
295	0.5966862453	0.5728382588
296	0.5967009659	0.5727844635
297	0.5967600547	0.5727365828
298	0.5967255644	0.57269101
299	0.5968872686	0.57264724
300	0.5969327842	0.572630124
301	0.5971362975	0.5725860132
302	0.5971362975	0.5725614372
303	0.5972137037	0.5725482714
304	0.5973397823	0.5724918662
305	0.5974030526	0.5724673011
306	0.5971436082	0.5724122423
307	0.5973893999	0.5723750712
308	0.5973648246	0.5723182636
309	0.5974594831	0.5723007907
310	0.5973470711	0.5722603735
311	0.5974558452	0.5722087804
312	0.5974171617	0.5721952552
313	0.597445377	0.5721697169
314	0.5977607625	0.5721039144
315	0.5977261181	0.5720581179
316	0.5979052823	0.5719821918
317	0.5978807251	0.5719709784
318	0.5976628883	0.5719194172
319	0.5978030449	0.5718653131
320	0.5978276104	0.5718556854
321	0.5978417014	0.5718293705
322	0.5979923267	0.5718166999
323	0.5979153893	0.5717871804
324	0.5981963051	0.5716631627
325	0.598459114	0.5715883362
326	0.5985396347	0.5715789648
327	0.5986237327	0.5715579511
328	0.598644697	0.5715071367
329	0.5984274031	0.5714645576
330	0.5985534404	0.571418417
331	0.5984800728	0.5713480517
332	0.5985291543	0.5713363925
333	0.5989812173	0.5710884045
334	0.5992472648	0.5710435071
335	0.5995099755	0.5709711485
336	0.5995974446	0.5709329935
337	0.5995694107	0.5709177484
338	0.5996429447	0.5708887449
339	0.599443404	0.5708590174
340	0.5993978013	0.5708408725
341	0.59933827	0.570813216
342	0.5994680106	0.5706451503
343	0.5994749737	0.5706113998
344	0.5996009661	0.5705556337
345	0.599618501	0.5705417738
346	0.5996535615	0.57048911
347	0.5999265053	0.570436095
348	0.5999930001	0.5704055878
349	0.6001014749	0.5703455114
350	0.600118981	0.5703156299
351	0.6002204377	0.5702593245
352	0.6001924254	0.5702109057
353	0.6000594603	0.5699357666
354	0.6001329276	0.569895591
355	0.6001923581	0.569851964
356	0.6003252374	0.5697954206
357	0.6005805414	0.5697705729
358	0.600674955	0.5697620076
359	0.6007833263	0.5697069555
360	0.6009159878	0.569621574
361	0.6009612864	0.5695396245
362	0.6010800986	0.5695085025
363	0.6011847554	0.5694655644
364	0.6014467431	0.5694256635
365	0.6014396534	0.5694046397
366	0.6015828369	0.5693188513
367	0.6015584053	0.5692906564
368	0.6016285734	0.569215881
369	0.6016601136	0.569171138
370	0.6017924841	0.5691436911
371	0.6017365175	0.5691195689
372	0.601726307	0.5690280268
373	0.6017473353	0.569013895
374	0.6019668466	0.5689560344
375	0.601963456	0.5689049379
376	0.6017819706	0.5688810867
377	0.6017226017	0.5688449866
378	0.6017714575	0.5688334948
379	0.6017714575	0.5688292573
380	0.6018901874	0.5688101274
381	0.6020506192	0.568774795
382	0.6023503117	0.5687103624
383	0.6024201575	0.568699956
384	0.6024727578	0.5686522578
385	0.6029008779	0.5685656661
386	0.6028764924	0.5685274528
387	0.6029424597	0.568493957
388	0.6030543677	0.5684281197
389	0.6029884094	0.5684002547
390	0.6030127948	0.5683423865
391	0.6031912294	0.568257307
392	0.6033507853	0.5681689424
393	0.6032981415	0.5681373371
394	0.6035253054	0.5680881156
395	0.6036886462	0.5680632101
396	0.6037933381	0.5680021604
397	0.6038104543	0.5679710741
398	0.6039776692	0.5679374063
399	0.6038697071	0.5679087711
400	0.6039394944	0.5678658944
401	0.6040408975	0.5678109125
402	0.6041910212	0.5677597055
403	0.604159397	0.5677415131
404	0.604145584	0.5677224068
405	0.6042048329	0.5676869497
406	0.6042121059	0.5676630314
407	0.6041772086	0.5676420552
408	0.6041746658	0.5675708525
409	0.6041252225	0.5675268436
410	0.6041844801	0.5675156529
411	0.6042073681	0.5671735123
412	0.6042219121	0.5671323412
413	0.6044418081	0.5670809409
414	0.604511593	0.5670651646
415	0.6046016711	0.5670379846
416	0.6048060826	0.566651562
417	0.6048198654	0.5666407557
418	0.6049300931	0.5665716381
419	0.6048846818	0.5664557374
420	0.6051870185	0.5663705387
421	0.6053191119	0.5663460264
422	0.6054057822	0.5663223935
423	0.6054933947	0.5662665049
424	0.6056254575	0.5662365671
425	0.6056740555	0.5662271816
426	0.6057015404	0.5662050588
427	0.6055915778	0.5661523586
428	0.605588384	0.5661373441
429	0.6055842164	0.5661113729
430	0.605653932	0.566084758
431	0.6056814221	0.5660701255
432	0.6058029102	0.5660252065
433	0.6057786142	0.5660021509
434	0.6059550151	0.5659570595
435	0.6060732765	0.5659025538
436	0.6061324042	0.5658582128
437	0.6062126518	0.5658364878
438	0.6062854953	0.5658120789
439	0.6064871268	0.5657293529
440	0.6065947848	0.5656832027
441	0.6066370525	0.5656735362
442	0.6066476204	0.565644234
443	0.6068131945	0.5653172872
444	0.6069630946	0.5652554862
445	0.6070072789	0.5652117937
446	0.6071329061	0.5651627105
447	0.6071161114	0.5651203627
448	0.6070570204	0.5651011287
449	0.607035876	0.5650650025
450	0.6070949653	0.5650375003
451	0.6069662139	0.5650148655
452	0.607035876	0.5650008839
453	0.6070346509	0.5649661504
454	0.6073101503	0.5648681942
455	0.6072541747	0.5648429784
456	0.6076240209	0.5647870557
457	0.607589208	0.5647763729
458	0.6075755466	0.5647567123
459	0.6075693743	0.5647442754
460	0.6075936145	0.5647394957
461	0.6076799889	0.5647263959
462	0.607816172	0.5646607369
463	0.6076557523	0.5646359151
464	0.6076830691	0.5646250472
465	0.6077178813	0.5646069737
466	0.6076949861	0.5645503114
467	0.607775205	0.564526998
468	0.6079069686	0.5644653649
469	0.6078933166	0.5644511066
470	0.6078858038	0.5644008702
471	0.6079373368	0.5643459854
472	0.6079465358	0.5642695283
473	0.607839042	0.5642343051
474	0.6078875004	0.5642229261
475	0.6079011486	0.5642070912
476	0.6081205729	0.5641440499
477	0.6080932904	0.5641309017
478	0.6081266858	0.5640692314
479	0.6081962934	0.564030126
480	0.6082795343	0.5640107484
481	0.6083279681	0.563976043
482	0.6083007048	0.5638996016
483	0.6082764861	0.5638826074
484	0.6085171526	0.5638294627
485	0.608538325	0.5638126129
486	0.6085625315	0.563757034
487	0.608715317	0.5637125451
488	0.6088816991	0.5636581238
489	0.6090178478	0.5636303764
490	0.6090768348	0.5636119353
491	0.6089694524	0.5635476118
492	0.6089210535	0.563505231
493	0.6089770355	0.5634888037
494	0.6091964022	0.56345231
495	0.6092901879	0.5634168599
496	0.6093249826	0.5634058835
497	0.6093809805	0.5633610321
498	0.6093402004	0.5633291274
499	0.6091178006	0.5632617735
500	0.6093100148	0.563174666
501	0.6094296604	0.5631374584
502	0.6093388329	0.5631241831
503	0.6094326488	0.5630677578
504	0.6093948518	0.5630476711
505	0.6093872366	0.5630045369
506	0.6096308801	0.5629680697
507	0.6098273942	0.5629249949
508	0.6098032051	0.5628665539
509	0.6098409716	0.5628239149
510	0.6097548243	0.5627819383
511	0.6097637357	0.5627449602
